reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,title,price,cat_label,categories,description,imUrl,file_path
ARZVX8VPU2CXC,B003VKO5AC,Tessa,"[2, 2]","I ordered two robes for my daughter's birthday and they arrived very quickly, and are wonderful, just perfect - magnificent quality.  My only quibble is that they don't gift wrap as the robes are perfect presents.",5.0,"Wonderful quality, fast delivery",1381363200,"10 10, 2013","Superior Unisex Egyptian Terry Cotton Large Bath Robe, White",44.88,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Sleep & Lounge', 'Robes']","Your everyday indulgence. Wrap yourself up in this luxurious Egyptian Cotton Terry Bath Robe. It is designed to fit both men and women comfortably with the durability yet softness of Egyptian Cotton. Each robe features terry belt, two patch front pockets and adjustable sleeves that can be folded back for style and comfort.",http://ecx.images-amazon.com/images/I/31cWh4TPIpL._SY300_.jpg,data/amazonproduct/images/B003VKO5AC.jpg
A5CEZCWJI12K7,B005THAAUO,A M Llewelyn,"[0, 0]",The style of the watch was something that struck my eye.  It is an unusual piece when compared with the usual type of watches.  A talking piece when with friends.  Appears to be reliable in keeping time.,5.0,Something different and reliable,1394496000,"03 11, 2014",ESS Men's Black Leather Luxury Stainless Case Self-Wind Up Mechanical Automatic Watch WM125,14.2,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","Stainless Steel Case and Buckle, Black Leather Band, Self-Wind Mechanical Movement, Luxury Design, Black and Silver Two Tone Dial, See Through Gears Skeleton Design, Wrist Watch",http://ecx.images-amazon.com/images/I/51-Z6478x8L._SY300_.jpg,data/amazonproduct/images/B005THAAUO.jpg
A1IJPX6MJO6I4X,B002PHLVJA,PeggyK,"[0, 0]","Fits low on the back of your heel; is somewhat smaller that you expect, so order one half size larger.",2.0,Sloggers Women's Rain and Garden Shoe,1372636800,"07 1, 2013","Sloggers  Women's Rain and Garden Shoe with &quot;All-Day-Comfort&quot; Insole, Midsummer Black Print - Wo's size 6 - Style 5102BK06",22.42,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Outdoor', 'Rain Footwear']","Women's Garden Shoe Midsummer, 6, (Black), Ea.",http://ecx.images-amazon.com/images/I/41iIJB1MkAL._SX300_.jpg,data/amazonproduct/images/B002PHLVJA.jpg
A2RIQDLBVUVET1,B0087Y0E2A,Ryan Nash,"[1, 1]",Perfect hat for what I wanted; To keep the sun off my beautiful bald head. Doesnt get all nasty after a sweat. I wash it in the washing machine every once in a while. No problem with that. Do not throw it in the dryer though.,5.0,Perfect,1399248000,"05 5, 2014","Uzzo Tactical Head Wear/Boonie Hat Cap For Wargame,Sports,Fishing &amp;Outdoor Activties",6.78,Men Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Work Wear & Uniforms', 'Clothing', 'Military', 'Men', 'Accessories']","It's Super light weight and fashion.
It's easy to fold and take wherever you are.",http://ecx.images-amazon.com/images/I/416347Wl2nL._SY300_.jpg,data/amazonproduct/images/B0087Y0E2A.jpg
A4H9W962PV3AW,B0028P8EG2,Rinku Prithiani,"[0, 0]","A little big but not bad, they fit me well and I have a normal sized face. pretty nice looking glasses.",4.0,Not bad,1395187200,"03 19, 2014",Vintage &quot;Buddy&quot; Wayfarer Sunglasses - (6 Colors Available),8.13,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Sunglasses & Eyewear Accessories', 'Sunglasses']",These glasses embody the bold look and feel of the classic Wayfarers style. Color frame w/silver temple accents Vintage clear lenses from the 80's. Wayfarers are a style of sunglasses seen on many of today's celebrities and are now making a MAJOR comeback. Totally in keeping with current trends they are completely unisex - this style suits everyone!,http://ecx.images-amazon.com/images/I/41KWi7%2BSn-L._SX300_.jpg,data/amazonproduct/images/B0028P8EG2.jpg
A3HCBNZ2I221VH,B0006IEWWI,Poipoi,"[0, 1]","This watch has a fun color combination and works well. Has a good amount of functions, though I had to look up how to use a few of them in the instruction manual.My main issue with this watch is that the button that changes modes is on the side and not on the front; because of that it gets pressed way too easily, eg when I bend my wrist or have to move my watch to my pocket. Otherwise, I like it.",4.0,It works!,1364342400,"03 27, 2013",Casio STR300 60lap Sport Running Watch,15.17,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","The Casio STR300 Running watch has a 10 Year Battery, the STR300 Runner Series is not only powerful; it's also eco-friendly too. This long lasting power will translate into years of reliable training data. With a front-button activated 1/100 Second Stopwatch with 60-Lap Memory, Pace Signal and Distance Calculation, you won't want to leave for your next run without it.1/100 Second Stopwatch Measuring Units: 1/100 Second (Lower Display for the first 60 Minutes, Center Display for the first 10 Hours), 1 Second (Lower Display after 60 Minutes, Center Display after 10 Hours); 0.1 Mile or Kilometer Measuring Capacity: 99:59'59""; 99.9 Miles or Kilometers (Total Distance Covered) Measuring Modes: Elapsed Time, Lap/Split Time Memory Capacity: Up to 61 Lap/Split Numbers and Times; Total Distance Covered.Measuring Units: 1/100 Second.(Lower Display for the first 60 Minutes, Center Display for the first 10 Hours),.1 Second (Lower Display after 60 Minutes, Center Display after 10 Hours); 0.1 Mile or Kilometer.Measuring Capacity: 99:59'59""; 99.9 Miles or Kilometers.(Total Distance Covered).Measuring Modes: Elapsed Time, Lap/Split Time.Memory Capacity: Up to 61 Lap/Split Numbers and Times; Total Distance Covered.Input Data: Stride Length 40 to 190cm (16 to 76 inches).Pace Signal.Countdown Timer Measuring Unit: 1 Second Countdown Range: 1 Minute to 100 Hours Other: Auto-repeat Function.Measuring Unit: 1 Second.Countdown Range: 1 Minute to 100 Hours.Other: Auto-repeat Function.Full Auto-calendar (Pre-programmed until the year 2039).12/24 Hour Formats.Battery: CR2025.Approximate Battery Life: 10 Years..",http://ecx.images-amazon.com/images/I/41OT65SBOEL._SY300_.jpg,data/amazonproduct/images/B0006IEWWI.jpg
AEIB9OXA6BOEA,B002PHLVJA,Suze,"[0, 0]","I purchased a pair of Sloggers-a garden shoe to wear in Alaska in the winter.  They worked perfectly and I did not slip or slide even in the worst of slippery conditions.  I love these Sloggers.  They are great for more tnan gardening!Sloggers 5102BK08 Women's Midsummer Garden Shoe, Size-8, Black",5.0,Awesome,1325980800,"01 8, 2012","Sloggers  Women's Rain and Garden Shoe with &quot;All-Day-Comfort&quot; Insole, Midsummer Black Print - Wo's size 6 - Style 5102BK06",22.42,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Outdoor', 'Rain Footwear']","Women's Garden Shoe Midsummer, 6, (Black), Ea.",http://ecx.images-amazon.com/images/I/41iIJB1MkAL._SX300_.jpg,data/amazonproduct/images/B002PHLVJA.jpg
A3Q81LZUJ8IW4L,B008O73K30,Lois Wills,"[0, 2]","It was great, good quility, and really warm and glad to have it.  My granddaughter loves it and since she lives in Ohio it is sure to come in handy during this cold spell.",1.0,Music Keyboard Scarf,1388880000,"01 5, 2014",Music Keyboard Scarf,20.98,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Scarves & Wraps', 'Fashion Scarves']","For those cold winter days and nights, this heavy duty scarf, with black and white piano keys woven in, has been one of the most popular items in our line for many years.",http://ecx.images-amazon.com/images/I/51VUfBmSn9L._SY300_.jpg,data/amazonproduct/images/B008O73K30.jpg
A2WKNUEJRBGNMO,B001RCTD4O,TerryF,"[1, 1]","The watch is fantastic!!! Well built and a great value.  The black poly band is definitely intended to be worn over a wetsuit (not for small wrists).  Like it so much I am going to get another Momentum!  It was shown to have the metal and fabric box, but was not shipped with that box, rather is was shipped in a standard cardboard box and was so loosely shipped that the watch had fallen out of the box and was loose within the shipping  box.",4.0,Great Watch!,1344816000,"08 13, 2012",St. Mortiz Momentum M1 Deep 6 Dive Watch,139.98,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Surf, Skate & Street', 'Watches', 'Wrist Watches']",The St. Mortiz Momentum M1 Deep 6 Dive watch answers the call for an affordable and functional oversized watch. The case size is a large 47.5mm and the watch is water resistant to 200M/600ft for diving. The case is made from solid 316L stainless steel with a screw down back and crown. The crystal is heat tempered mineral glass with an anti glare coating. The traditional dive style rubber strap completes the look & functionality of this watch.,http://ecx.images-amazon.com/images/I/51vh8sLt7fL._SY300_.jpg,data/amazonproduct/images/B001RCTD4O.jpg
A2TYD5BZEYM2LC,B000QW4ENG,Joe Mamma,"[0, 0]","Cheap .. cheap.. cheap!! That's what these are at the very best. Folks, I bought these on lightening deals here on Amazon and I would recommend that you look elsewhere if quality is of concern. I got a good deal on them but I still over paid. Anything more than $4 is way too much. One reviewer on here stated that as well. I have seen higher quality sunglasses at the spinner rack on the counter of the local gas station... Save your money!!",1.0,Cheap .. cheap.. cheap!!,1385769600,"11 30, 2013",Flying Fisherman Key West Polarized Sunglasses,15.74,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Sunglasses & Eyewear Accessories', 'Sunglasses']","Clean, distinctive styling and total wrap around protection are features of these sporty sunglasses.  Comfort grip nose and temple pads give them a comfortable fit.",http://ecx.images-amazon.com/images/I/31LEpNnp%2BiL._SX300_.jpg,data/amazonproduct/images/B000QW4ENG.jpg
A1KRCCT4CZRV9A,B00575DTOW,AussieMum,"[0, 0]","Love this ski jacket from helly hansen.  It has many pockets which is great for us girls on the mountains to have all the little items onboard like lippy, sunscreen stick, sunnies, etc. Well done Amazon for stocking this great quality brand.",5.0,Excellent Jacket,1342742400,"07 20, 2012",Helly Hansen Women's W Velocity II Jacket,188.1,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Coats & Jackets', 'Active & Performance', 'Insulated']","Already a classic skiing jacket, fully revamped this season to keep up with the times. Relaxed living, high speed and high performance in an insulated ski jacket for every aspiring skier. Feminine regular fit.Helly Hansen SKI FREE: Get a free day pass to Chamonix Mont-Blanc or Aspen/Snowmass with the purchase of this jacket.More info: www.hellyhansen.com/skifree.",http://ecx.images-amazon.com/images/I/41DkL85qRZL._SY300_.jpg,data/amazonproduct/images/B00575DTOW.jpg
A33H7TZJULV1Q8,B000SZMO42,RB,"[0, 0]",This is ideal as an all around watch. Use it for everyday use instead of good watch. Is ideal for just bumming around,4.0,Great Watch,1376524800,"08 15, 2013",1440 Digital Watch,16.49,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","Take a look at the Timex 1440 Digital Watch, if you're looking for Timex reliability, in a well-priced watch. This timepiece isn't short on features. There's an alarm, chronograph, even a night light!.Water resistant 50M..Face diameter: 1.5""..",http://ecx.images-amazon.com/images/I/41-vQh86QRL._SY300_.jpg,data/amazonproduct/images/B000SZMO42.jpg
A13ER6IZWB0TN4,B002X9MY82,"working man ""beardsleewq""","[3, 3]","Be sure to read the most RECENT reviews.  Not the ""most helpful"".This bag is garbage after a short time.  The pockets rip open, the strap breaks, the canvas begins to fray.  All for a price one could get a quality bag for.  The reviews that rave about it are wrong.  Maybe they made a good product once, but now it will only fall apart after a short time.DON'T WASTE YOUR MONEY ON THIS.  The seller also won't do anything mitigate their poor product, like offer to fix it, refund it, send a replacement or find out the reason for the problems.Here is my message to the seller -- YOU ARE KNOWINGLY SELLING A DEFECTIVE PRODUCT.  STOP DOING SO BEFORE SOMEONE GETS HURT OR LOSES VALUABLES BECAUSE OF YOUR NEGLIGENCE AND KNOWLEDGE OF THE POOR QUALITY.All recent reviews emphasize the bad quality, so the seller can't claim it was not aware of the defective product.",1.0,DO NOT BUY - notice to seller of defective product,1383091200,"10 30, 2013",Black M-51 Engineers Field Journey Bag,35.84,Men Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Work Wear & Uniforms', 'Clothing', 'Military', 'Men', 'Outerwear']","Black M-51 Engineers Field Journey Bag - The Ultimate Carry-All For Business Or Travel. Large Laptop Size Main Compartment. Large Black Document Compartment With 3/4"" Zipper Opening. Dozens Of Pouches, Compartments and Pen Holders. Large Size Plastic Covered Document Sleeve. Storm Flap. Cell Phone Pouch. Adjustable Shoulder Strap. Top Carry Handle. Nickel Plated Hardware. Heavy Weight 22 oz. Cotton Canvas. Dimensions: 12"" x 14"" x 6"".",http://ecx.images-amazon.com/images/I/51J9Jc%2BwBZL._SX300_.jpg,data/amazonproduct/images/B002X9MY82.jpg
A3TJUKB3BOHR5S,B002YY4MRM,"Dave J. Kelley ""Dave AI7R""","[0, 0]","I shoot a lot of cosplay and have various swords.  Of course this is plastic in real life, it photographs very well..and looks real.",5.0,Photographs well.,1397520000,"04 15, 2014",Fun World Pirate Sword,5.59,Men Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Hats & Caps', 'Men']","Includes: Toy sword.. Dimensions: 27.5""L.",http://ecx.images-amazon.com/images/I/416aUhlkcAL._SY300_.jpg,data/amazonproduct/images/B002YY4MRM.jpg
A3F5LONR846Z8H,B001HN5ISS,A. Eby,"[1, 1]","These shoes are pretty amazing! I've owned them about a month now- waited to post my review until I REALLY knew- you're welcome! I got a little sore wearing them only a few hours the first day and thought ""hmmm..."" So I started wearing them all day everyday and I've actually lost a few lbs!The only minor complaint I have is that the strap gets a little tight and uncomfortable with the inevitable foot swelling that we all get by mid-afternoon. Just keep in mind that you'll be adjusting the straps a few times throughout the day. No biggie.",5.0,pretty cool shoe!,1247529600,"07 14, 2009",MBT Women's Lami Sneaker,149.95,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Fashion Sneakers']","A sporty maryjane that comes in contrasting colors to boost your spirits, the Lami features an easy-to-fasten Velcro strap and patented MBT Sensor sole that'll work your core--even if you're just standing.",http://ecx.images-amazon.com/images/I/51pe5EfczkL._SY300_.jpg,data/amazonproduct/images/B001HN5ISS.jpg
A2KMPVGM0J9Q4Y,B001918KO2,Steve Garland,"[0, 0]",Bot for my daughter's skating party to match her dress. Beautiful color. Easy to put on and off. Stayed in place with no movement. Her dress was so pretty but those rental skates were ugly. This solved that problem.  Used with red ear muffs: Ear Muffs-Red W20S30F. Highly recommend.,5.0,Very nice product,1388188800,"12 28, 2013",A&amp;R Sports Lycra Ice Skate Boot Covers,8.22,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Boots']",A&R; Lycra Ice Skate Boot Covers Provide Stylish Protection from Scuff Marks. They are a Blend of High Quality Lycra and Nylon.,http://ecx.images-amazon.com/images/I/31wO3B2T4xL._SX300_.jpg,data/amazonproduct/images/B001918KO2.jpg
AYZT6QNNU7MFN,B003GTX270,"C. Graveley ""Grave""","[0, 0]",Small and pract. Excellent ;) a b c d e f g h I j k l m n o,5.0,Excellent,1360540800,"02 11, 2013","STM dp-2141-2 Jacket Small Sleeve, Fits Most 13-Inch Screens- Chocolate/Orange",40.0,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women']",You can travel fast and light with your slim and elegant laptop bag. Carry with confidence.,http://ecx.images-amazon.com/images/I/41PaHtpxSQL._SX300_.jpg,data/amazonproduct/images/B003GTX270.jpg
A3SQV0X4VOCRL6,B00ISB84RY,Matt Weidenhammer,"[0, 0]",I wear a 10 1/2 shoe but they didn't offer 1/2 sizes so I went with an 11. I figured better to go bigger. I should have gone with a 10. They are a little big. But I just tighten the laces really well and they don't slip around at all. Seem to be a pretty good shoe.,4.0,Just a little big,1403481600,"06 23, 2014",Etonic Mens Glo Skull Bowling Shoes,43.95,Shoes,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Athletic', 'Bowling']","Check out this exclusive Mens Etonic Glo Skull Bowling Shoe. ShoeSoft, synthetic uppers Stylish designs Elastic tongue straps for secure fit Comfort right out of the box Concave textured rubber outsoles Perfect Slide sole technology on both feet for a longer, controlled slide White with Black Skull",http://ecx.images-amazon.com/images/I/41ImIAL23JL._SY300_.jpg,data/amazonproduct/images/B00ISB84RY.jpg
AJ4G43TAAZHG1,B00COZ8NHG,Tina A. Persing,"[0, 0]","The watch is stylish and looks great, especially for the price. The problem is the face of the watch is crooked and does not line up. It's not noticeable to a passerby, but it annoys me!",2.0,Watch review,1386720000,"12 11, 2013",Hotportgift Lady Woman Charm Weaving Braided Knit Strap Bracelet Quartz Watch (light blue),5.4,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']",The fashionable watch is of the highest quality in the market. It matches your casual fashion in all occasions. Watch face: 1.9 cm Band Length: 37.5 cm Colour: Black Material: PU leather+stainless steel+glass,http://ecx.images-amazon.com/images/I/41MI1bRDmJL._SY300_.jpg,data/amazonproduct/images/B00COZ8NHG.jpg
A3PELPGEJCXOYE,B0028P8EG2,Mz. Unexpected,"[1, 1]",I didn't know what to expect because of the price but great quality. I love them and will order more colors!,5.0,Great product for a low price!,1357344000,"01 5, 2013",Vintage &quot;Buddy&quot; Wayfarer Sunglasses - (6 Colors Available),8.13,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Sunglasses & Eyewear Accessories', 'Sunglasses']",These glasses embody the bold look and feel of the classic Wayfarers style. Color frame w/silver temple accents Vintage clear lenses from the 80's. Wayfarers are a style of sunglasses seen on many of today's celebrities and are now making a MAJOR comeback. Totally in keeping with current trends they are completely unisex - this style suits everyone!,http://ecx.images-amazon.com/images/I/41KWi7%2BSn-L._SX300_.jpg,data/amazonproduct/images/B0028P8EG2.jpg
ATN47XRLWJEI0,B00BKEQBI0,"P. Williams ""plorell""","[0, 0]","I really like the Pebble watch design.  It's even nice enough to wear with a suit.  I wish the short side of the band was a little longer.  As it is the clasp sits in an uncomfortable spot on my wrist.  The technology is really one way, phone to watch.  Cool to have but not a necessity.",3.0,Pebble WATCH is better than the technology,1391126400,"01 31, 2014",Pebble Smartwatch for iPhone and Android (Black),149.0,Watches,"['Cell Phones & Accessories', 'Accessories', 'Smart Watches & Accessories', 'Clothing, Shoes & Jewelry', 'Jewelry: International Shipping Available', 'Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches', 'Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']",,http://ecx.images-amazon.com/images/I/41t32YBS8nL._SY300_.jpg,data/amazonproduct/images/B00BKEQBI0.jpg
AFIKKKW0FB52Z,B004L28VYU,Tori,"[0, 0]","Love this wallet, it's very cute and holds all my stuff pretty well. I wouldn't reccomend it though, you can find the same exact thing for 20 dollars cheaper. Don't get me wrong it's great! But not worth the price.",4.0,Love!,1366329600,"04 19, 2013",Vera Bradley Carry It All Wristlet in Baroque,24.39,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Handbags & Wallets', 'Wristlets']",Vera Bradley Carry It All Wristlet,http://ecx.images-amazon.com/images/I/51RPktVjJmL._SX300_.jpg,data/amazonproduct/images/B004L28VYU.jpg
A3PZH2HA874YRE,B000051SEP,Jorge A,"[0, 1]","es simplement la mejor compra q eh realizado. Soy Piloto Y me es de gran ayuda para calibrar el altimetro en pistas sin control, ademas en alguna complicacion o da&ntilde;o de algun instrumento tambien tiene brujula, climb, barometro... en fin me resulta muy util.. RECOMENDADO",5.0,SENSACIONAL!!,1308268800,"06 17, 2011","Suunto X-Lander Wrist-Top Computer Watch with Altimeter, Barometer, Compass, and Chronograph",329.0,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","The ultimate option for the outdoor enthusiast, the silver Suunto X-Lander wrist-top computer offers an accurate altimeter, a complete barometer, a precise electronic compass, and a multifunction sports watch in a single elegant package. Regardless of your excursion--whether it's climbing mountains, riding a muddy bike track, or skiing off piste--you need accurate, real-time information about your surroundings to pull off a successful trip. The X-Lander contributes by not only providing important data, but also keeping track of your activities so you can make rational decisions at key moments. In addition, the watch is user-friendly and solidly built, with a non-allergenic aluminum casing, a carbon-fiber back, a durable mineral crystal glass, and a water-resistant fabric strap.The built-in altimeter, which boasts a range of up to 29,500 feet, puts all 14 of the world's 8,000-plus-meter summits within the avid climber's range. Among the altimeter's functions are an altitude measurement function that lets you follow the vertical progress between stages, an automatic 24-hour memory that stores the altitude and ascent/decent rate for every hour, and an adjustable altitude alarm. Climbers will also dig the logbook function, which lets you record total and cumulative vertical ascents and descents as well as the number of runs skied.The X-Lander also displays the current barometric pressure and temperature--a must for activities in which weather plays a factor. The device automatically records barometric data for the previous four days, with the first six hours manifested in one-hour intervals and the rest in six-hour intervals. When the reference altitude is set correctly, the instrument also displays the present sea level pressure, which makes it easier to read and understand the barometric pressure at high altitudes.And few things are more important when exploring unfamiliar territory than a compass. The X-Lander's electronic compass contributes by guiding you with cardinal or half- cardinal points and a North-South arrow. The compass can also be set to track a certain bearing, which helps you follow a chosen direction. Meanwhile, the unit's declination adjustment function allows you to correct the difference between true North and magnetic North.In addition to the variety of outdoor functions, the X-Lander also displays normal time, with such add-ons as three daily alarms, a calendar programmed to the year 2089, a stopwatch with split-time measurement, and a countdown timer. Other features include a durable negative LCD display, a user-replaceable battery, and water-resistance to 100 feet. The X-Lander is backed by a two-year warranty on parts and labor.What's in the Box?X-Lander wrist-top computer, battery, user's manual.",http://ecx.images-amazon.com/images/I/51RpfJIscTL._SY300_.jpg,data/amazonproduct/images/B000051SEP.jpg
A2BXPS5CNL118U,B008JHQO42,Shayla Van Duyne,"[0, 0]","He loves it, and all his buddies want to know where he got it!  It's cork bill, and has awesome image on inside of hat as well.  Great hat!  If I didn't give it to him I'd have it myself!",5.0,Bought for a Friend,1370131200,"06 2, 2013",John Deere Mesh Cap Treebark,14.23,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Hats & Caps', 'Baseball Caps']","John Deere Mesh Treebark Cap. Show your passion for the John Deere life with this officially licensed baseball-style Cap. You'll look sharp while you protect your lid from the burning sun. John Deere top quality: 50/50 wood particles / polyester front; 100% nylon mesh back; ""Deere Season"" embroiderered above back vent; Brown / tan embroidered front; Plastic snap closure; Machine wash / lay flat to dry. Imported. One size fits most; John Deere Mesh Cap, Treebark",http://ecx.images-amazon.com/images/I/51y6HInjxKL._SY300_.jpg,data/amazonproduct/images/B008JHQO42.jpg
A2USG8EXMARBPM,B00889Y2UE,Lori,"[0, 0]","This was a lovely combination of garters, one to toss and one to treasure.  Very well made and the set was very vintage.  The bride loved it!",5.0,Best Bridal Garter Set,1372636800,"07 1, 2013","Ivy Lane Design Isabella Bridal Garter Set, Ivory",39.0,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Intimates', 'Lingerie', 'Garters']","The Isabella Garter Set includes a keepsake garter with an Austrian crystal brooch and a toss garter. Whether you want your wedding to be a grand event or a small and intimate affair, Ivy Lane Design, Beverly Clark Collections, and Jamie Lynn have the accessories and keepsakes you are looking for.",http://ecx.images-amazon.com/images/I/41BDaZbzlQL._SY300_.jpg,data/amazonproduct/images/B00889Y2UE.jpg
AMCWU7BYV6XOB,B00936AC6Y,Diane,"[1, 1]",I wanted slippers for travel and these will suffice but just barely.  The fabric is thinner than expected and the fit was a little short in the large (I wear an 8.5 women's US size consistently) but here are the pluses: I can wear them in a public shower room; they wash in the machine (no dryer); they stretch to accommodate swollen feet from the long flight; they provide some protection from cold floors; and they pack into a tiny space in my suitcase. They are not cute but they are practical for my travel needs.,3.0,Disappointed but keeping the product,1385251200,"11 24, 2013","Nufoot Mary Janes Slipper, Black, Small",9.0,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","Nufoot is reinventing indoor footwear, where comfort and style coexist to make for happier feet. Made with the latest sports technology, Nufoot is water-resistant, germ-proof, anti-microbial and super comfortable as the skid-resistant soles gives you a good grip on any indoor surface. No matter where you are - in your home, in the office, in the gym, in the library, on an airplane or cruise ship, Nufoot is the perfect companion for your feet.",http://ecx.images-amazon.com/images/I/41pa362zFxL._SX300_.jpg,data/amazonproduct/images/B00936AC6Y.jpg
A1G9K6YZ5DLLHU,B00EPKQYJC,Terry J Spencer,"[0, 0]",Cheap looking and too big for my wrist! I sent it back but that was a big hassle!,2.0,Two Stars,1405382400,"07 15, 2014",Ladies Talking Wrist Watch Gold Tone with Deluxe Pearl Beaded Band w/Alarm for Low Vision,57.95,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']","Lady's Deluxe Talking Watch Gold Tone Deluxe White Face 4 Buttons. This watch has 3 ALARM sounds.  A Beautiful Custom Hand Made Beaded Expansion (Stretch) Band. The band is composed of White Pearl and Black beads with gold accents. 
 (English Female Voice)

This high fashion quality watch has a clear voice, with an easy to see 1"" white face with bold black numbers and large black hands. A female voice states the time at the touch of a button. The other buttons are setting buttons. The watch gives you voice prompts to help you set the time. This watch is ideal for those with Low Vision or Blindness and great for telling time in the dark. It is also a great piece of jewelry to add to your collection. Instructions included
**ALL WATCHES ARE TESTED BEFORE SHIPPING**by Active Products Plus",http://ecx.images-amazon.com/images/I/41d96ihzM9L._SY300_.jpg,data/amazonproduct/images/B00EPKQYJC.jpg
A2HUC48GV2BSGF,B0017Q0SHG,shari kulis,"[0, 0]","My daughter won't take them off huge hit great product great quality,  little girls dream come true! Beautiful shoes fantastic",5.0,love,1396828800,"04 7, 2014",Dorothy's Ruby Red Shoes (Child Size 12),25.0,Shoes,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Shoes', 'Kids & Baby']",Real glittered ruby red shoes with bow. These shoes come in assorted sizes 7-12. Full sizes only. These are real children's shoes not pretend play ones.,http://ecx.images-amazon.com/images/I/41InVfNxQGL._SX300_.jpg,data/amazonproduct/images/B0017Q0SHG.jpg
A345RSLPPNU6DC,B007257SE2,crestar,"[5, 5]","I love the price and quality. I've been using this product about 2 years. Its compact, love the neon colors.",5.0,aluminum aluma hard case credit cards wallet (assorted six pack),1375142400,"07 30, 2013",Aluminum Aluma Hard Case Credit Cards Wallet (Assorted 6 Pack),11.9,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Card & ID Cases', 'Card Cases']","Card Guard Aluminum Wallet/Credit Card Case (Assorted 6 Colors) Protect your credit cards and cash with the Card Guard Aluminum Hard-Shell Wallet. The hard-shell case blocks RFID tags now embedded in some credit cards, preventing ID theft. The tear-proof 6 pocket accordion interior neatly organizes cards and bills. Featuring an easy open/close clasp, the wallet is water, stain and impact resistant. We will send whatever colors we have available. Colors may not be pictured.",http://ecx.images-amazon.com/images/I/41p3kWt4MxL._SX300_.jpg,data/amazonproduct/images/B007257SE2.jpg
A2UJWOS7NPQF3M,B006387GUU,Patricia Rose Price,"[0, 0]",gave this as a gift to my friend and she said it's the softest robe she's ever had!  Out of all of her xmas presents she said this was her favorite!!!,5.0,Softest robe ever!,1388361600,"12 30, 2013",Bathrobe Soft plush luxury Bath Robes Unise Robes - Cobalt Blue,37.47,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Sleep & Lounge', 'Robes']","This soft plush luxury robe is fitted for both men and women. It's designed with two pockets and a tie closure in high grade coral plush.Material: 100% Coral PlushSize: Chest: 53"", Length: 51"", Shoulder: 18"", Sleeve Length: 21""Colors: Brown, Wine, Grey, Cobalt Blue, Pink, White, Black, Red, LattePackage Includes:1 x Plush Robe",http://ecx.images-amazon.com/images/I/410BvU1eyOL._SY300_.jpg,data/amazonproduct/images/B006387GUU.jpg
